CAMPUS,CAMPNAME,CPET504C,CPET504P,CPETALLC,CPETASIC,CPETASIP,CPETATTC,CPETATTD,CPETATTP,CPETBLAC,CPETBLAP,CPETDISC,CPETDISP,CPETDSLC,CPETDSLP,CPETECOC,CPETECOP,CPETFEMC,CPETFEMP,CPETFOSC,CPETFOSP,CPETHISC,CPETHISP,CPETHOMC,CPETHOMP,CPETIMMC,CPETIMMP,CPETINDC,CPETINDP,CPETLEPC,CPETLEPP,CPETMALC,CPETMALP,CPETMIGC,CPETMIGP,CPETMLCC,CPETMLCP,CPETNEDC,CPETNEDP,CPETPCIC,CPETPCIP,CPETRSKC,CPETRSKP,CPETTT1C,CPETTT1P,CPETTWOC,CPETTWOP,CPETWHIC,CPETWHIP,DISTNAME,DISTRICT
"'101912001","AUSTIN H S",45,3,1510,1,0.1,212,1299,16.3,123,8.1,41,2.4,32,2.1,1447,95.8,678,44.9,0,0,1374,91,26,1.7,49,3.2,2,0.1,494,32.7,832,55.1,1,0.1,0,0,63,4.2,1,0.1,1175,77.8,1510,100,2,0.1,7,0.5,"HOUSTON ISD","'101912"
"'101912002","BELLAIRE H S",226,7,3213,402,12.5,351,2716,12.9,672,20.9,71,2,122,3.8,1436,44.7,1641,51.1,0,0,1320,41.1,6,0.2,89,2.8,9,0.3,436,13.6,1572,48.9,0,0,0,0,1777,55.3,5,0.2,1246,38.8,3213,100,74,2.3,731,22.8,"HOUSTON ISD","'101912"
"'101912003","NORTHSIDE H S",45,3.1,1431,0,0,162,1165,13.9,212,14.8,16,1,42,2.9,1337,93.4,691,48.3,0,0,1204,84.1,5,0.3,10,0.7,3,0.2,358,25,740,51.7,0,0,0,0,94,6.6,0,0,896,62.6,1431,100,2,0.1,10,0.7,"HOUSTON ISD","'101912"
"'101912004","FURR H S",25,2.3,1110,5,0.5,174,922,18.9,200,18,37,3,34,3.1,1068,96.2,541,48.7,5,0.5,883,79.5,27,2.4,90,8.1,3,0.3,310,27.9,569,51.3,2,0.2,0,0,42,3.8,0,0,691,62.3,1110,100,4,0.4,15,1.4,"HOUSTON ISD","'101912"
"'101912006","JONES FUTURES ACADEMY",9,2.6,341,0,0,34,258,13.2,131,38.4,1,0.3,4,1.2,317,93,216,63.3,0,0,203,59.5,4,1.2,9,2.6,1,0.3,61,17.9,125,36.7,0,0,0,0,24,7,0,0,190,55.7,341,100,2,0.6,4,1.2,"HOUSTON ISD","'101912"
"'101912007","KASHMERE H S",27,3.3,830,1,0.1,163,677,24.1,492,59.3,32,3.3,25,3,789,95.1,410,49.4,18,2.2,317,38.2,5,0.6,34,4.1,1,0.1,141,17,420,50.6,2,0.2,0,0,41,4.9,0,0,523,63,830,100,3,0.4,16,1.9,"HOUSTON ISD","'101912"
"'101912008","LAMAR H S",221,7.9,2811,149,5.3,268,2124,12.6,742,26.4,22,0.7,86,3.1,1386,49.3,1420,50.5,0,0,1089,38.7,15,0.5,52,1.8,9,0.3,218,7.8,1391,49.5,4,0.1,0,0,1425,50.7,8,0.3,869,30.9,2811,100,76,2.7,738,26.3,"HOUSTON ISD","'101912"
"'101912009","WISDOM H S",26,1.4,1856,110,5.9,388,1592,24.4,214,11.5,27,1.2,32,1.7,1816,97.8,835,45,0,0,1418,76.4,32,1.7,479,25.8,6,0.3,1152,62.1,1021,55,5,0.3,0,0,40,2.2,1,0.1,1522,82,1856,100,6,0.3,101,5.4,"HOUSTON ISD","'101912"
"'101912010","MADISON H S",54,2.9,1834,5,0.3,276,1457,18.9,664,36.2,21,1.1,49,2.7,1594,86.9,833,45.4,1,0.1,1141,62.2,81,4.4,74,4,3,0.2,511,27.9,1001,54.6,0,0,0,0,240,13.1,1,0.1,1204,65.6,1834,100,8,0.4,12,0.7,"HOUSTON ISD","'101912"
"'101912011","MILBY H S",54,2.5,2143,8,0.4,176,1686,10.4,79,3.7,65,3,53,2.5,1996,93.1,1043,48.7,0,0,2031,94.8,141,6.6,85,4,6,0.3,491,22.9,1100,51.3,8,0.4,2,0.1,147,6.9,0,0,1340,62.5,2143,100,2,0.1,17,0.8,"HOUSTON ISD","'101912"
"'101912012","HEIGHTS H S",143,5.9,2438,23,0.9,146,1796,8.1,295,12.1,9,0.4,81,3.3,1604,65.8,1221,50.1,0,0,1832,75.1,21,0.9,12,0.5,3,0.1,234,9.6,1217,49.9,1,0,0,0,834,34.2,2,0.1,983,40.3,2438,100,28,1.1,255,10.5,"HOUSTON ISD","'101912"
"'101912013","COMMUNITY SERVICES-SEC",5,7.8,64,0,0,121,122,99.2,15,23.4,0,0,0,0,34,53.1,23,35.9,12,18.8,37,57.8,5,7.8,3,4.7,0,0,13,20.3,41,64.1,0,0,0,0,30,46.9,0,0,62,96.9,5,7.8,0,0,12,18.8,"HOUSTON ISD","'101912"
"'101912014","STERLING H S",49,3,1642,8,0.5,265,1276,20.8,786,47.9,40,2.3,59,3.6,1508,91.8,723,44,7,0.4,819,49.9,49,3,38,2.3,1,0.1,380,23.1,919,56,0,0,0,0,134,8.2,0,0,1132,68.9,1642,100,9,0.5,19,1.2,"HOUSTON ISD","'101912"
"'101912015","WALTRIP H S",76,4.1,1853,5,0.3,200,1534,13,255,13.8,49,2.4,65,3.5,1353,73,914,49.3,0,0,1455,78.5,2,0.1,19,1,4,0.2,344,18.6,939,50.7,5,0.3,0,0,500,27,1,0.1,945,51,1853,100,17,0.9,116,6.3,"HOUSTON ISD","'101912"
"'101912016","WASHINGTON B T H S",31,4.1,760,1,0.1,156,666,23.4,359,47.2,22,2.4,25,3.3,724,95.3,339,44.6,0,0,389,51.2,7,0.9,24,3.2,1,0.1,197,25.9,421,55.4,1,0.1,0,0,36,4.7,0,0,519,68.3,760,100,1,0.1,9,1.2,"HOUSTON ISD","'101912"
"'101912017","WESTBURY H S",57,2.4,2392,27,1.1,333,1915,17.4,770,32.2,57,2.1,56,2.3,2185,91.3,1181,49.4,13,0.5,1528,63.9,17,0.7,167,7,1,0,760,31.8,1211,50.6,3,0.1,0,0,207,8.7,2,0.1,1484,62,2392,100,16,0.7,48,2,"HOUSTON ISD","'101912"
"'101912018","WHEATLEY H S",11,1.4,783,0,0,138,623,22.2,395,50.4,40,4.5,24,3.1,752,96,383,48.9,0,0,380,48.5,2,0.3,35,4.5,0,0,160,20.4,400,51.1,0,0,0,0,31,4,0,0,526,67.2,783,100,3,0.4,5,0.6,"HOUSTON ISD","'101912"
"'101912019","WORTHING H S",24,2.9,830,3,0.4,140,641,21.8,590,71.1,28,3,24,2.9,790,95.2,412,49.6,6,0.7,224,27,45,5.4,7,0.8,1,0.1,94,11.3,418,50.4,0,0,0,0,40,4.8,0,0,529,63.7,830,100,4,0.5,8,1,"HOUSTON ISD","'101912"
"'101912020","YATES H S",23,2.8,820,2,0.2,152,668,22.8,718,87.6,45,4.7,16,2,763,93,441,53.8,0,0,87,10.6,12,1.5,4,0.5,1,0.1,35,4.3,379,46.2,0,0,0,0,57,7,0,0,494,60.2,820,100,5,0.6,7,0.9,"HOUSTON ISD","'101912"
"'101912023","SHARPSTOWN H S",31,1.8,1698,49,2.9,375,1469,25.5,314,18.5,32,1.6,24,1.4,1524,89.8,820,48.3,0,0,1292,76.1,19,1.1,275,16.2,3,0.2,874,51.5,878,51.7,1,0.1,0,0,174,10.2,0,0,1279,75.3,1698,100,8,0.5,32,1.9,"HOUSTON ISD","'101912"
"'101912024","SCARBOROUGH H S",29,4,731,2,0.3,130,605,21.5,137,18.7,36,4.3,18,2.5,693,94.8,326,44.6,0,0,566,77.4,4,0.5,59,8.1,1,0.1,203,27.8,405,55.4,0,0,0,0,38,5.2,1,0.1,419,57.3,731,100,5,0.7,19,2.6,"HOUSTON ISD","'101912"
"'101912025","KINDER H S FOR PERFORMING AND VISU",73,9.2,796,73,9.2,30,609,4.9,137,17.2,2,0.3,11,1.4,136,17.1,534,67.1,0,0,215,27,0,0,3,0.4,3,0.4,6,0.8,262,32.9,0,0,0,0,660,82.9,2,0.3,79,9.9,0,0,41,5.2,325,40.8,"HOUSTON ISD","'101912"
"'101912026","DEBAKEY H S FOR HEALTH PROF",22,2.3,939,282,30,57,708,8.1,158,16.8,0,0,3,0.3,403,42.9,589,62.7,0,0,348,37.1,9,1,1,0.1,5,0.5,20,2.1,350,37.3,1,0.1,2,0.2,536,57.1,4,0.4,151,16.1,939,100,19,2,123,13.1,"HOUSTON ISD","'101912"
"'101912027","CHAVEZ H S",53,2.1,2556,112,4.4,355,2218,16,228,8.9,26,0.9,47,1.8,2339,91.5,1197,46.8,0,0,2181,85.3,20,0.8,122,4.8,6,0.2,705,27.6,1359,53.2,3,0.1,0,0,217,8.5,2,0.1,1718,67.2,2556,100,2,0.1,25,1,"HOUSTON ISD","'101912"
"'101912034","H S FOR LAW AND JUSTICE",12,2.5,488,5,1,35,348,10.1,116,23.8,0,0,7,1.4,410,84,315,64.5,0,0,347,71.1,18,3.7,1,0.2,1,0.2,25,5.1,173,35.5,1,0.2,0,0,78,16,1,0.2,168,34.4,488,100,4,0.8,14,2.9,"HOUSTON ISD","'101912"
"'101912036","WESTSIDE H S",132,4.6,2864,201,7,352,2254,15.6,851,29.7,30,1,52,1.8,1729,60.4,1394,48.7,0,0,1287,44.9,28,1,142,5,9,0.3,369,12.9,1470,51.3,3,0.1,0,0,1135,39.6,7,0.2,1198,41.8,2864,100,47,1.6,462,16.1,"HOUSTON ISD","'101912"
"'101912039","T H ROGERS SCHOOL",24,2.4,999,475,47.5,206,1014,20.3,120,12,1,0.1,3,0.3,220,22,474,47.4,0,0,202,20.2,4,0.4,17,1.7,4,0.4,63,6.3,525,52.6,0,0,0,0,779,78,1,0.1,130,13,0,0,52,5.2,145,14.5,"HOUSTON ISD","'101912"
"'101912041","ATTUCKS MIDDLE",12,2.6,461,3,0.7,79,291,27.1,305,66.2,25,4.7,20,4.3,443,96.1,207,44.9,0,0,135,29.3,19,4.1,5,1.1,0,0,81,17.6,254,55.1,0,0,0,0,18,3.9,1,0.2,221,47.9,461,100,8,1.7,9,2,"HOUSTON ISD","'101912"
"'101912042","BLACK MIDDLE",101,7.4,1358,12,0.9,84,895,9.4,191,14.1,9,0.7,75,5.5,690,50.8,664,48.9,0,0,819,60.3,12,0.9,34,2.5,2,0.1,251,18.5,694,51.1,2,0.1,6,0.4,668,49.2,0,0,344,25.3,1358,100,35,2.6,299,22,"HOUSTON ISD","'101912"
"'101912043","BURBANK MIDDLE",69,4.6,1504,1,0.1,81,1053,7.7,80,5.3,13,0.8,71,4.7,1409,93.7,767,51,0,0,1406,93.5,241,16,28,1.9,3,0.2,605,40.2,737,49,3,0.2,0,0,95,6.3,0,0,885,58.8,1504,100,1,0.1,13,0.9,"HOUSTON ISD","'101912"
"'101912044","CULLEN MIDDLE",13,3.6,360,3,0.8,83,251,33.1,293,81.4,37,7.9,14,3.9,352,97.8,154,42.8,2,0.6,60,16.7,8,2.2,9,2.5,0,0,29,8.1,206,57.2,1,0.3,0,0,8,2.2,0,0,143,39.7,360,100,0,0,4,1.1,"HOUSTON ISD","'101912"
"'101912045","DEADY MIDDLE",16,2.5,648,1,0.2,77,467,16.5,10,1.5,41,5.3,22,3.4,627,96.8,318,49.1,0,0,636,98.1,15,2.3,47,7.3,0,0,353,54.5,330,50.9,2,0.3,0,0,21,3.2,0,0,404,62.3,648,100,0,0,1,0.2,"HOUSTON ISD","'101912"
"'101912046","EDISON MIDDLE",17,2.8,614,0,0,51,454,11.2,3,0.5,21,3,29,4.7,593,96.6,253,41.2,0,0,603,98.2,14,2.3,24,3.9,1,0.2,311,50.7,361,58.8,2,0.3,0,0,21,3.4,0,0,397,64.7,614,100,1,0.2,6,1,"HOUSTON ISD","'101912"
"'101912047","FONVILLE MIDDLE",29,3.8,758,0,0,86,506,17,42,5.5,25,3,36,4.7,748,98.7,351,46.3,0,0,692,91.3,2,0.3,49,6.5,4,0.5,429,56.6,407,53.7,2,0.3,0,0,10,1.3,0,0,512,67.5,758,100,2,0.3,18,2.4,"HOUSTON ISD","'101912"
"'101912048","CLIFTON MIDDLE",18,3.2,564,6,1.1,70,391,17.9,87,15.4,18,2.6,16,2.8,559,99.1,309,54.8,0,0,446,79.1,11,2,39,6.9,2,0.4,232,41.1,255,45.2,1,0.2,0,0,5,0.9,0,0,431,76.4,564,100,6,1.1,17,3,"HOUSTON ISD","'101912"
"'101912049","HAMILTON MIDDLE",33,3.1,1057,4,0.4,70,773,9.1,85,8,4,0.3,40,3.8,857,81.1,499,47.2,0,0,927,87.7,14,1.3,7,0.7,0,0,246,23.3,558,52.8,1,0.1,4,0.4,200,18.9,1,0.1,355,33.6,1057,100,3,0.3,37,3.5,"HOUSTON ISD","'101912"
"'101912050","HOLLAND MIDDLE",17,2.7,638,0,0,72,435,16.6,119,18.7,26,3.3,27,4.2,634,99.4,312,48.9,0,0,502,78.7,0,0,30,4.7,0,0,283,44.4,326,51.1,1,0.2,0,0,4,0.6,0,0,476,74.6,638,100,3,0.5,14,2.2,"HOUSTON ISD","'101912"
"'101912051","HARTMAN MIDDLE",30,2.6,1168,0,0,109,865,12.6,274,23.5,9,0.7,31,2.7,1135,97.2,569,48.7,0,0,884,75.7,0,0,35,3,1,0.1,460,39.4,599,51.3,0,0,0,0,33,2.8,0,0,603,51.6,1168,100,0,0,9,0.8,"HOUSTON ISD","'101912"
"'101912052","HENRY MIDDLE",32,4.1,789,0,0,70,553,12.7,78,9.9,26,2.9,42,5.3,747,94.7,372,47.1,0,0,693,87.8,0,0,31,3.9,0,0,354,44.9,417,52.9,1,0.1,0,0,42,5.3,1,0.1,629,79.7,789,100,0,0,17,2.2,"HOUSTON ISD","'101912"
"'101912053","HOGG MIDDLE",102,9.9,1030,21,2,51,717,7.1,52,5,3,0.3,73,7.1,519,50.4,516,50.1,0,0,703,68.3,20,1.9,6,0.6,4,0.4,144,14,514,49.9,1,0.1,0,0,511,49.6,0,0,523,50.8,1030,100,28,2.7,222,21.6,"HOUSTON ISD","'101912"
"'101912054","NAVARRO MIDDLE",27,4.3,628,0,0,73,461,15.8,50,8,9,1.2,39,6.2,597,95.1,303,48.2,0,0,568,90.4,8,1.3,35,5.6,0,0,298,47.5,325,51.8,0,0,0,0,31,4.9,0,0,503,80.1,628,100,2,0.3,8,1.3,"HOUSTON ISD","'101912"
"'101912055","MEYERLAND MIDDLE",88,6.6,1341,20,1.5,87,961,9.1,400,29.8,22,1.4,50,3.7,861,64.2,748,55.8,0,0,747,55.7,15,1.1,19,1.4,1,0.1,281,21,593,44.2,2,0.1,0,0,480,35.8,1,0.1,377,28.1,1341,100,20,1.5,152,11.3,"HOUSTON ISD","'101912"
"'101912056","WELCH MIDDLE",19,2.8,682,11,1.6,110,441,24.9,278,40.8,4,0.5,23,3.4,670,98.2,315,46.2,6,0.9,376,55.1,33,4.8,68,10,2,0.3,272,39.9,367,53.8,3,0.4,0,0,12,1.8,0,0,631,92.5,682,100,2,0.3,13,1.9,"HOUSTON ISD","'101912"
"'101912057","LANIER MIDDLE",127,9,1411,297,21,82,953,8.6,176,12.5,3,0.2,54,3.8,320,22.7,725,51.4,0,0,407,28.8,0,0,27,1.9,3,0.2,104,7.4,686,48.6,0,0,0,0,1091,77.3,1,0.1,145,10.3,1,0.1,96,6.8,431,30.5,"HOUSTON ISD","'101912"
"'101912058","GREGORY-LINCOLN ED CTR",19,2.9,664,4,0.6,117,634,18.5,419,63.1,4,0.5,12,1.8,592,89.2,376,56.6,0,0,204,30.7,2,0.3,3,0.5,2,0.3,99,14.9,288,43.4,0,0,0,0,72,10.8,1,0.2,192,28.9,664,100,7,1.1,27,4.1,"HOUSTON ISD","'101912"
"'101912059","LONG ACADEMY",24,2.6,921,79,8.6,363,911,39.8,121,13.1,32,3,14,1.5,908,98.6,451,49,0,0,687,74.6,11,1.2,110,11.9,2,0.2,555,60.3,470,51,3,0.3,0,0,13,1.4,0,0,634,68.8,921,100,3,0.3,29,3.1,"HOUSTON ISD","'101912"
"'101912060","REVERE MIDDLE",44,3.9,1115,51,4.6,198,827,23.9,313,28.1,24,1.7,29,2.6,954,85.6,483,43.3,1,0.1,651,58.4,5,0.4,98,8.8,5,0.4,463,41.5,632,56.7,1,0.1,0,0,161,14.4,1,0.1,528,47.4,1115,100,8,0.7,86,7.7,"HOUSTON ISD","'101912"
"'101912061","MARSHALL MIDDLE",16,2.3,682,0,0,62,496,12.5,99,14.5,7,0.9,25,3.7,656,96.2,335,49.1,0,0,570,83.6,37,5.4,15,2.2,1,0.1,241,35.3,347,50.9,0,0,0,0,26,3.8,0,0,341,50,682,100,2,0.3,10,1.5,"HOUSTON ISD","'101912"
"'101912062","MCREYNOLDS MIDDLE",20,4,494,0,0,72,363,19.8,128,25.9,8,1.3,28,5.7,482,97.6,253,51.2,0,0,361,73.1,1,0.2,13,2.6,1,0.2,152,30.8,241,48.8,0,0,0,0,12,2.4,0,0,238,48.2,494,100,1,0.2,3,0.6,"HOUSTON ISD","'101912"
"'101912064","PERSHING MIDDLE",146,8.5,1714,113,6.6,150,1230,12.2,548,32,27,1.4,95,5.5,852,49.7,871,50.8,1,0.1,696,40.6,16,0.9,26,1.5,3,0.2,239,13.9,843,49.2,0,0,0,0,862,50.3,0,0,774,45.2,1714,100,31,1.8,323,18.8,"HOUSTON ISD","'101912"
"'101912068","TANGLEWOOD MIDDLE",70,7.9,891,72,8.1,92,597,15.4,137,15.4,5,0.5,36,4,554,62.2,415,46.6,0,0,464,52.1,1,0.1,43,4.8,2,0.2,169,19,476,53.4,1,0.1,0,0,337,37.8,1,0.1,254,28.5,891,100,27,3,188,21.1,"HOUSTON ISD","'101912"
"'101912069","SOAR CTR",0,0,46,3,6.5,81,228,35.5,4,8.7,0,0,0,0,9,19.6,24,52.2,0,0,15,32.6,0,0,0,0,1,2.2,1,2.2,22,47.8,0,0,0,0,37,80.4,1,2.2,5,10.9,4,8.7,1,2.2,21,45.7,"HOUSTON ISD","'101912"
"'101912071","PROJECT CHRYSALIS MIDDLE",9,3.2,284,6,2.1,10,191,5.2,4,1.4,0,0,2,0.7,217,76.4,156,54.9,0,0,268,94.4,0,0,2,0.7,0,0,49,17.3,128,45.1,0,0,0,0,67,23.6,0,0,53,18.7,284,100,0,0,6,2.1,"HOUSTON ISD","'101912"
"'101912072","FONDREN MIDDLE",31,2.9,1082,19,1.8,125,731,17.1,345,31.9,17,1.4,21,1.9,1001,92.5,536,49.5,0,0,690,63.8,55,5.1,106,9.8,3,0.3,530,49,546,50.5,0,0,2,0.2,81,7.5,1,0.1,653,60.4,1082,100,10,0.9,14,1.3,"HOUSTON ISD","'101912"
"'101912075","LAWSON MIDDLE",44,3.2,1383,4,0.3,102,893,11.4,513,37.1,19,1.3,55,4,1326,95.9,646,46.7,5,0.4,836,60.4,47,3.4,29,2.1,2,0.1,462,33.4,737,53.3,1,0.1,0,0,57,4.1,0,0,693,50.1,1383,100,11,0.8,17,1.2,"HOUSTON ISD","'101912"
"'101912077","THOMAS MIDDLE",23,3.8,602,3,0.5,93,362,25.7,397,65.9,41,6,25,4.2,564,93.7,299,49.7,1,0.2,192,31.9,0,0,6,1,2,0.3,99,16.4,303,50.3,0,0,0,0,38,6.3,0,0,246,40.9,602,100,4,0.7,4,0.7,"HOUSTON ISD","'101912"
"'101912078","FLEMING MIDDLE",15,3.6,412,0,0,47,284,16.5,258,62.6,32,6.4,14,3.4,389,94.4,196,47.6,0,0,151,36.7,0,0,6,1.5,1,0.2,81,19.7,216,52.4,1,0.2,0,0,23,5.6,0,0,320,77.7,412,100,2,0.5,0,0,"HOUSTON ISD","'101912"
"'101912079","KEY MIDDLE",29,4.5,648,1,0.2,97,434,22.4,339,52.3,15,1.9,27,4.2,624,96.3,306,47.2,1,0.2,286,44.1,2,0.3,18,2.8,3,0.5,166,25.6,342,52.8,2,0.3,0,0,24,3.7,0,0,279,43.1,648,100,4,0.6,15,2.3,"HOUSTON ISD","'101912"
"'101912080","RICE SCH /LA ESCUELA RICE",25,2.2,1135,46,4.1,97,980,9.9,492,43.3,0,0,32,2.8,694,61.1,553,48.7,0,0,549,48.4,1,0.1,11,1,0,0,245,21.6,582,51.3,2,0.2,0,0,441,38.9,1,0.1,290,25.6,1135,100,17,1.5,30,2.6,"HOUSTON ISD","'101912"
"'101912081","SHARPSTOWN INTERNATIONAL SCHOOL",41,3.2,1268,113,8.9,88,1113,7.9,83,6.5,12,1,13,1,1204,95,658,51.9,0,0,1042,82.2,24,1.9,24,1.9,2,0.2,315,24.8,610,48.1,0,0,0,0,64,5,1,0.1,559,44.1,1268,100,2,0.2,25,2,"HOUSTON ISD","'101912"
"'101912082","WILLIAMS MIDDLE",12,2.4,491,1,0.2,50,301,16.6,224,45.6,27,4.9,18,3.7,485,98.8,224,45.6,0,0,254,51.7,12,2.4,10,2,2,0.4,169,34.4,267,54.4,2,0.4,0,0,6,1.2,0,0,234,47.7,491,100,3,0.6,7,1.4,"HOUSTON ISD","'101912"
"'101912097","HCC LIFE SKILLS PROGRAM",0,0,83,3,3.6,0,12,0,28,33.7,0,0,0,0,56,67.5,33,39.8,0,0,42,50.6,0,0,0,0,0,0,1,1.2,50,60.2,0,0,0,0,27,32.5,0,0,83,100,0,0,2,2.4,8,9.6,"HOUSTON ISD","'101912"
"'101912098","STEVENSON MIDDLE",58,4.1,1400,58,4.1,85,968,8.8,63,4.5,40,2.6,48,3.4,1272,90.9,666,47.6,0,0,1261,90.1,26,1.9,33,2.4,0,0,530,37.9,734,52.4,0,0,0,0,128,9.1,1,0.1,844,60.3,1400,100,4,0.3,13,0.9,"HOUSTON ISD","'101912"
"'101912099","WEST BRIAR MIDDLE",67,5.9,1130,91,8.1,142,793,17.9,386,34.2,18,1.5,30,2.7,733,64.9,556,49.2,2,0.2,425,37.6,5,0.4,70,6.2,3,0.3,204,18.1,574,50.8,0,0,0,0,397,35.1,0,0,276,24.4,1130,100,34,3,191,16.9,"HOUSTON ISD","'101912"
"'101912100","TEXAS CONNECTIONS ACADEMY AT HOUST",735,9.2,8020,366,4.6,2340,5657,41.4,1049,13.1,0,0,221,2.8,3032,37.8,4588,57.2,5,0.1,2055,25.6,50,0.6,2,0,75,0.9,97,1.2,3432,42.8,1,0,489,6.1,4988,62.2,41,0.5,1809,22.6,8020,100,380,4.7,4054,50.5,"HOUSTON ISD","'101912"
"'101912102","ALCOTT EL",1,0.5,202,0,0,50,189,26.5,127,62.9,0,0,3,1.5,199,98.5,92,45.5,0,0,70,34.7,8,4,7,3.5,0,0,52,25.7,110,54.5,3,1.5,0,0,3,1.5,0,0,102,50.5,202,100,5,2.5,0,0,"HOUSTON ISD","'101912"
"'101912104","ALMEDA EL",19,2.3,821,4,0.5,111,720,15.4,198,24.1,0,0,3,0.4,775,94.4,397,48.4,1,0.1,603,73.4,0,0,10,1.2,1,0.1,388,47.3,424,51.6,0,0,0,0,46,5.6,0,0,480,58.5,821,100,4,0.5,11,1.3,"HOUSTON ISD","'101912"
"'101912105","ANDERSON EL",10,1.5,681,11,1.6,144,635,22.7,129,18.9,0,0,9,1.3,562,82.5,311,45.7,0,0,525,77.1,0,0,38,5.6,0,0,300,44.1,370,54.3,3,0.4,0,0,119,17.5,1,0.1,429,63,681,100,3,0.4,12,1.8,"HOUSTON ISD","'101912"
"'101912106","ATHERTON EL",11,2.3,486,0,0,91,475,19.2,362,74.5,0,0,8,1.6,486,100,228,46.9,0,0,114,23.5,0,0,10,2.1,0,0,45,9.3,258,53.1,1,0.2,0,0,0,0,0,0,148,30.5,486,100,5,1,5,1,"HOUSTON ISD","'101912"
"'101912107","BARRICK EL",27,4.9,549,2,0.4,92,525,17.5,10,1.8,0,0,18,3.3,524,95.4,272,49.5,0,0,529,96.4,0,0,19,3.5,0,0,320,58.3,277,50.5,0,0,0,0,25,4.6,0,0,379,69,549,100,2,0.4,6,1.1,"HOUSTON ISD","'101912"
"'101912108","BASTIAN EL",9,1.6,580,0,0,157,589,26.7,366,63.1,0,0,5,0.9,575,99.1,286,49.3,1,0.2,201,34.7,25,4.3,18,3.1,0,0,162,27.9,294,50.7,0,0,0,0,5,0.9,0,0,276,47.6,580,100,11,1.9,2,0.3,"HOUSTON ISD","'101912"
"'101912109","BERRY EL",22,2.9,764,4,0.5,105,702,15,38,5,0,0,41,5.4,748,97.9,379,49.6,0,0,709,92.8,12,1.6,33,4.3,0,0,414,54.2,385,50.4,0,0,0,0,16,2.1,0,0,548,71.7,764,100,1,0.1,12,1.6,"HOUSTON ISD","'101912"
"'101912110","BLACKSHEAR EL",6,1.8,342,2,0.6,115,364,31.6,292,85.4,0,0,6,1.8,331,96.8,170,49.7,0,0,44,12.9,1,0.3,0,0,0,0,23,6.7,172,50.3,0,0,0,0,11,3.2,0,0,138,40.4,342,100,2,0.6,2,0.6,"HOUSTON ISD","'101912"
"'101912111","BONHAM EL",5,0.6,842,11,1.3,227,837,27.1,111,13.2,2,0.2,2,0.2,828,98.3,403,47.9,0,0,710,84.3,0,0,141,16.7,0,0,603,71.6,439,52.1,5,0.6,0,0,14,1.7,0,0,664,78.9,842,100,2,0.2,8,1,"HOUSTON ISD","'101912"
"'101912112","BONNER EL",11,1.6,683,5,0.7,84,648,13,11,1.6,0,0,14,2,664,97.2,336,49.2,0,0,653,95.6,0,0,30,4.4,2,0.3,454,66.5,347,50.8,0,0,0,0,19,2.8,0,0,517,75.7,683,100,2,0.3,10,1.5,"HOUSTON ISD","'101912"
"'101912113","RODERICK R PAIGE EL",9,2.1,429,0,0,98,396,24.7,143,33.3,0,0,15,3.5,424,98.8,195,45.5,0,0,284,66.2,0,0,28,6.5,0,0,185,43.1,234,54.5,1,0.2,0,0,5,1.2,0,0,281,65.5,429,100,0,0,2,0.5,"HOUSTON ISD","'101912"
"'101912114","BRAEBURN EL",6,0.8,751,10,1.3,56,501,11.2,90,12,0,0,13,1.7,733,97.6,369,49.1,0,0,626,83.4,33,4.4,97,12.9,0,0,573,76.3,382,50.9,0,0,0,0,18,2.4,0,0,660,87.9,751,100,11,1.5,14,1.9,"HOUSTON ISD","'101912"
"'101912115","DURHAM EL",17,3,565,2,0.4,86,545,15.8,57,10.1,0,0,17,3,355,62.8,278,49.2,0,0,362,64.1,0,0,13,2.3,0,0,186,32.9,287,50.8,0,0,0,0,210,37.2,0,0,284,50.3,565,100,9,1.6,135,23.9,"HOUSTON ISD","'101912"
"'101912116","BRIARGROVE EL",34,4.3,800,175,21.9,212,760,27.9,104,13,0,0,20,2.5,340,42.5,393,49.1,0,0,227,28.4,5,0.6,120,15,3,0.4,198,24.8,407,50.9,0,0,0,0,460,57.5,0,0,270,33.8,0,0,37,4.6,254,31.8,"HOUSTON ISD","'101912"
"'101912117","BRISCOE EL",4,1.7,230,1,0.4,49,231,21.2,0,0,0,0,8,3.5,218,94.8,107,46.5,0,0,226,98.3,9,3.9,8,3.5,1,0.4,116,50.4,123,53.5,0,0,0,0,12,5.2,0,0,164,71.3,230,100,0,0,2,0.9,"HOUSTON ISD","'101912"
